Wavelength_nm 1 2 3 4 5 6
634.0 -0.0016 -0.0018 -0.0030 -0.0005 -0.0007 -0.0032
634.5 -0.0018 -0.0020 -0.0034 -0.0005 -0.0008 -0.0033
635.0 -0.0016 -0.0019 -0.0031 -0.0005 -0.0009 -0.0034
635.5 -0.0017 -0.0019 -0.0032 -0.0009 -0.0009 -0.0035
636.0 -0.0016 -0.0021 -0.0031 -0.0006 -0.0008 -0.0033
636.5 -0.0018 -0.0021 -0.0034 -0.0008 -0.0009 -0.0035
637.0 -0.0015 -0.0017 -0.0030 -0.0008 -0.0007 -0.0034
637.5 -0.0016 -0.0018 -0.0030 -0.0007 -0.0008 -0.0031
638.0 -0.0014 -0.0016 -0.0030 -0.0004 -0.0004 -0.0028
638.5 -0.0015 -0.0014 -0.0029 -0.0004 -0.0008 -0.0027
639.0 -0.0015 -0.0018 -0.0027 -0.0005 -0.0006 -0.0031
639.5 -0.0017 -0.0017 -0.0031 -0.0008 -0.0009 -0.0032
640.0 -0.0012 -0.0015 -0.0025 -0.0004 -0.0004 -0.0029
640.5 -0.0016 -0.0016 -0.0027 -0.0005 -0.0006 -0.0029
641.0 -0.0014 -0.0017 -0.0025 -0.0002 -0.0006 -0.0027
641.5 -0.0012 -0.0016 -0.0025 -0.0004 -0.0004 -0.0027
642.0 -0.0012 -0.0016 -0.0026 -0.0004 -0.0003 -0.0024
642.5 -0.0013 -0.0018 -0.0024 -0.0003 -0.0005 -0.0026
643.0 -0.0013 -0.0016 -0.0024 -0.0001 -0.0004 -0.0025
643.5 -0.0011 -0.0017 -0.0023 0.0000 -0.0001 -0.0024
644.0 -0.0011 -0.0016 -0.0021 0.0000 -0.0001 -0.0025
644.5 -0.0013 -0.0015 -0.0020 -0.0002 -0.0001 -0.0021
645.0 -0.0011 -0.0015 -0.0020 0.0001 -0.0003 -0.0023
645.5 -0.0011 -0.0016 -0.0020 0.0000 0.0000 -0.0021
646.0 -0.0010 -0.0014 -0.0020 0.0002 0.0000 -0.0021
646.5 -0.0010 -0.0013 -0.0018 0.0003 -0.0001 -0.0018
647.0 -0.0008 -0.0015 -0.0018 0.0000 -0.0001 -0.0021
647.5 -0.0009 -0.0015 -0.0018 0.0002 0.0000 -0.0019
648.0 -0.0007 -0.0012 -0.0015 0.0004 0.0002 -0.0017
648.5 -0.0009 -0.0011 -0.0016 0.0001 0.0001 -0.0020
649.0 -0.0006 -0.0014 -0.0016 0.0003 0.0003 -0.0019
649.5 -0.0008 -0.0014 -0.0015 0.0002 0.0003 -0.0018
650.0 -0.0006 -0.0011 -0.0014 0.0005 0.0004 -0.0016
650.5 -0.0008 -0.0015 -0.0017 0.0001 0.0002 -0.0019
651.0 -0.0005 -0.0012 -0.0013 0.0002 0.0004 -0.0017
651.5 -0.0009 -0.0013 -0.0015 0.0000 0.0000 -0.0019
652.0 -0.0006 -0.0011 -0.0015 0.0003 0.0001 -0.0017
652.5 -0.0008 -0.0014 -0.0015 0.0000 0.0000 -0.0018
653.0 -0.0007 -0.0012 -0.0016 0.0002 0.0001 -0.0019
653.5 -0.0007 -0.0013 -0.0017 0.0000 0.0001 -0.0018
654.0 -0.0009 -0.0014 -0.0019 0.0000 -0.0001 -0.0019
654.5 -0.0009 -0.0013 -0.0015 0.0000 0.0002 -0.0018
655.0 -0.0012 -0.0016 -0.0017 -0.0002 -0.0005 -0.0023
655.5 -0.0011 -0.0015 -0.0019 -0.0002 -0.0003 -0.0020
656.0 -0.0013 -0.0017 -0.0021 -0.0004 -0.0006 -0.0021
656.5 -0.0008 -0.0011 -0.0017 -0.0002 -0.0002 -0.0022
657.0 -0.0010 -0.0014 -0.0019 -0.0005 -0.0004 -0.0020
657.5 -0.0010 -0.0012 -0.0021 -0.0001 -0.0003 -0.0019
658.0 -0.0013 -0.0016 -0.0020 -0.0005 -0.0006 -0.0022
658.5 -0.0010 -0.0013 -0.0017 -0.0002 -0.0002 -0.0021
659.0 -0.0012 -0.0015 -0.0020 -0.0004 -0.0006 -0.0023
659.5 -0.0012 -0.0014 -0.0022 -0.0006 -0.0006 -0.0022
660.0 -0.0012 -0.0017 -0.0022 -0.0006 -0.0005 -0.0025
660.5 -0.0010 -0.0014 -0.0022 -0.0003 -0.0005 -0.0021
661.0 -0.0013 -0.0014 -0.0019 -0.0003 -0.0004 -0.0021
661.5 -0.0015 -0.0017 -0.0024 -0.0008 -0.0009 -0.0025
662.0 -0.0013 -0.0014 -0.0020 -0.0006 -0.0008 -0.0021
662.5 -0.0015 -0.0015 -0.0023 -0.0005 -0.0008 -0.0025
663.0 -0.0016 -0.0017 -0.0024 -0.0010 -0.0008 -0.0025
663.5 -0.0016 -0.0015 -0.0024 -0.0010 -0.0010 -0.0027
664.0 -0.0015 -0.0018 -0.0027 -0.0012 -0.0012 -0.0028
664.5 -0.0012 -0.0013 -0.0021 -0.0008 -0.0008 -0.0026
665.0 -0.0015 -0.0016 -0.0023 -0.0011 -0.0010 -0.0027
665.5 -0.0008 -0.0011 -0.0020 -0.0006 -0.0006 -0.0022
666.0 -0.0013 -0.0014 -0.0021 -0.0011 -0.0009 -0.0024
666.5 -0.0014 -0.0013 -0.0022 -0.0008 -0.0008 -0.0026
667.0 -0.0015 -0.0014 -0.0022 -0.0009 -0.0008 -0.0021
667.5 -0.0016 -0.0018 -0.0027 -0.0010 -0.0011 -0.0027
668.0 -0.0013 -0.0014 -0.0022 -0.0007 -0.0010 -0.0024
668.5 -0.0012 -0.0015 -0.0022 -0.0010 -0.0008 -0.0023
669.0 -0.0015 -0.0015 -0.0022 -0.0008 -0.0011 -0.0024
669.5 -0.0013 -0.0014 -0.0023 -0.0008 -0.0007 -0.0025
670.0 -0.0015 -0.0013 -0.0023 -0.0010 -0.0009 -0.0027
670.5 -0.0015 -0.0011 -0.0023 -0.0010 -0.0010 -0.0026
671.0 -0.0012 -0.0015 -0.0023 -0.0012 -0.0009 -0.0024
671.5 -0.0014 -0.0014 -0.0024 -0.0010 -0.0011 -0.0023
672.0 -0.0012 -0.0013 -0.0022 -0.0008 -0.0006 -0.0024
672.5 -0.0013 -0.0011 -0.0023 -0.0010 -0.0011 -0.0023
673.0 -0.0012 -0.0011 -0.0022 -0.0008 -0.0010 -0.0025
673.5 -0.0011 -0.0009 -0.0020 -0.0007 -0.0009 -0.0020
674.0 -0.0015 -0.0011 -0.0025 -0.0008 -0.0010 -0.0023
674.5 -0.0015 -0.0015 -0.0024 -0.0013 -0.0011 -0.0026
675.0 -0.0020 -0.0016 -0.0025 -0.0013 -0.0015 -0.0027
675.5 -0.0016 -0.0012 -0.0021 -0.0011 -0.0014 -0.0026
676.0 -0.0012 -0.0014 -0.0021 -0.0012 -0.0010 -0.0022
676.5 -0.0014 -0.0013 -0.0022 -0.0011 -0.0010 -0.0021
677.0 -0.0014 -0.0013 -0.0022 -0.0013 -0.0013 -0.0027
677.5 -0.0014 -0.0012 -0.0022 -0.0010 -0.0013 -0.0026
678.0 -0.0013 -0.0013 -0.0019 -0.0013 -0.0007 -0.0024
678.5 -0.0015 -0.0012 -0.0021 -0.0010 -0.0010 -0.0021
679.0 -0.0011 -0.0011 -0.0017 -0.0009 -0.0009 -0.0023
679.5 -0.0008 -0.0006 -0.0016 -0.0009 -0.0007 -0.0019
680.0 -0.0012 -0.0008 -0.0013 -0.0007 -0.0008 -0.0020
680.5 -0.0014 -0.0012 -0.0019 -0.0008 -0.0005 -0.0021
681.0 -0.0013 -0.0007 -0.0013 -0.0007 -0.0008 -0.0016
681.5 -0.0011 -0.0010 -0.0015 -0.0011 -0.0010 -0.0020
682.0 -0.0015 -0.0012 -0.0021 -0.0012 -0.0011 -0.0025
682.5 -0.0017 -0.0014 -0.0022 -0.0013 -0.0014 -0.0023
683.0 -0.0013 -0.0009 -0.0020 -0.0009 -0.0010 -0.0019
683.5 -0.0014 -0.0007 -0.0015 -0.0010 -0.0008 -0.0021
684.0 -0.0014 -0.0009 -0.0013 -0.0013 -0.0007 -0.0020
684.5 -0.0016 -0.0008 -0.0018 -0.0011 -0.0011 -0.0021
685.0 -0.0010 -0.0008 -0.0015 -0.0009 -0.0010 -0.0019
685.5 -0.0012 -0.0006 -0.0015 -0.0009 -0.0008 -0.0017
686.0 -0.0013 -0.0012 -0.0017 -0.0014 -0.0011 -0.0020
686.5 -0.0014 -0.0008 -0.0014 -0.0010 -0.0009 -0.0017
687.0 -0.0010 -0.0003 -0.0015 -0.0008 -0.0004 -0.0019
687.5 -0.0009 -0.0010 -0.0015 -0.0010 -0.0008 -0.0017
688.0 -0.0011 -0.0008 -0.0017 -0.0009 -0.0010 -0.0016
688.5 -0.0012 -0.0007 -0.0017 -0.0010 -0.0008 -0.0017
689.0 -0.0011 -0.0014 -0.0015 -0.0012 -0.0009 -0.0020
689.5 -0.0010 -0.0009 -0.0013 -0.0012 -0.0007 -0.0017
690.0 -0.0009 -0.0006 -0.0012 -0.0010 -0.0006 -0.0017
690.5 -0.0012 -0.0011 -0.0015 -0.0013 -0.0011 -0.0017
691.0 -0.0013 -0.0010 -0.0017 -0.0011 -0.0009 -0.0015
691.5 -0.0011 -0.0009 -0.0016 -0.0009 -0.0010 -0.0018
692.0 -0.0008 -0.0005 -0.0014 -0.0009 -0.0009 -0.0015
692.5 -0.0013 -0.0005 -0.0014 -0.0011 -0.0012 -0.0016
693.0 -0.0011 -0.0006 -0.0014 -0.0010 -0.0011 -0.0015
693.5 -0.0013 -0.0008 -0.0017 -0.0013 -0.0008 -0.0016
694.0 -0.0011 -0.0005 -0.0010 -0.0010 -0.0009 -0.0013
694.5 -0.0010 -0.0003 -0.0015 -0.0010 -0.0008 -0.0015
695.0 -0.0009 -0.0005 -0.0010 -0.0009 -0.0007 -0.0013
695.5 -0.0008 -0.0006 -0.0008 -0.0010 -0.0009 -0.0014
696.0 -0.0006 -0.0003 -0.0010 -0.0007 -0.0005 -0.0010
696.5 -0.0004 -0.0004 -0.0004 -0.0005 -0.0003 -0.0008
697.0 -0.0004 -0.0002 -0.0005 -0.0008 -0.0003 -0.0007
697.5 -0.0002 -0.0004 -0.0001 -0.0004 0.0000 -0.0006
698.0 -0.0007 -0.0004 -0.0005 -0.0006 -0.0006 -0.0007
698.5 -0.0005 -0.0001 -0.0002 -0.0003 0.0001 -0.0003
699.0 -0.0002 -0.0001 -0.0001 -0.0001 0.0002 0.0000
699.5 -0.0001 0.0001 0.0002 -0.0001 0.0002 0.0000
700.0 0.0000 0.0002 0.0001 0.0001 0.0001 0.0001
